Argument ID	Conclusion	Stance	Premise	Self-direction: thought	Self-direction: action	Stimulation	Hedonism	Achievement	Power: dominance	Power: resources	Face	Security: personal	Security: societal	Tradition	Conformity: rules	Conformity: interpersonal	Humility	Benevolence: caring	Benevolence: dependability	Universalism: concern	Universalism: nature	Universalism: tolerance	Universalism: objectivity
A22191	We should ban factory farming	in favor of	factory farming should be banned because meat quality goes down when animals aren't living in optimal conditions and therefore people are having to eat inferior meat.	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
A22210	We should abolish the three-strikes laws	against	the three strikes law teaches criminals you will no longer be able to keep committing crimes and getting away with it.	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0
A22212	We should subsidize Wikipedia	against	we shouldn't subsidize wikipedia because pages on wikipedia is user created and isn't always accurate	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1
A22215	We should abolish the Olympic Games	against	the olympic games bring vast economic benefit to local communities, both through regeneration projects and the influx of vistors spending their cash.	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0
A22218	We should end mandatory retirement	against	mandatory retirement helps keep the number of workplace incidents down.	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0
A22223	We should ban telemarketing	against	telemarketing can help companies reach a wider audience.	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0
A22227	We should legalize cannabis	in favor of	cannabis is a holistic and natural cure for cancer patients and should therefore be legalized	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
A22230	We should adopt libertarianism	in favor of	we should adopt libertarianism as it would be a system that might individuals have a fair chance in life other than just two major political parties.	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0
A22235	We should abolish the three-strikes laws	against	three-strike laws give a clear message to offenders who may be in danger of re-offending, that doing so would be met with more severity than their first offense. that way it works as a clear deterent.	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	1	0	0	0
A22237	We should ban cosmetic surgery for minors	in favor of	it is a decision that only parents can make until they are old enough to decide	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0
A22238	We should adopt an austerity regime	in favor of	an austerity regime will help the european economy get out of a recession.	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0
A22239	We should abolish intellectual property rights	in favor of	intellectual property rights eliminate competition which causes higher prices	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1
A22242	We should abolish intellectual property rights	in favor of	we should abolish intellectual property rights because new ideas are often an extension of old ideas and intellectual property rights can therefore inhibit creativity.	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1
A22244	We should abolish the three-strikes laws	in favor of	three strikes is too many in some cases.  if people know they have three chances, they will not be deterred from using that to their advantage.	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0
A22247	We should fight for the abolition of nuclear weapons	against	mutually assured destruction is a crucial method of preventing actual conflict and disaster	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0
A22248	We should ban human cloning	against	cloning would have strict regulations on how to handle clones and ethical dilemmas. scientific advancements made while working towards cloning can advance the human race.	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1
A22249	We should adopt an austerity regime	against	We should not adopt an austerity regime because austerity only made countries like Greece and Argentina poorer.	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0
A22251	We should ban missionary work	against	missionary work brings aid to those in dire circumstances while introducing faith into the lives of those that will benefit from the introductory by missionaries.	0	0	0	0	0	1	0	0	1	0	1	0	1	0	1	0	0	0	0	0
A22253	We should abolish the Olympic Games	against	the olympics bring people together and form fun rivalries between countries, all vying for a top spot among the world's athletes	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0
A22260	We should end mandatory retirement	in favor of	Many people that are forced into retirement often do not have the means of supporting themselves financially, and so either turn to part time, low-wage work or welfare to sustain themselves.	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0
A22261	We should abolish safe spaces	in favor of	We should abolish safe spaces because there are better ways to protect people with ptsd like content warnings, rather than safe spaces.	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1
A22266	We should legalize organ trade	in favor of	if someone is willing to sell an organ that should be their right	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
A22273	We should adopt an austerity regime	against	austerity regimes can cause widespread unemployment	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0
A22277	We should end the use of economic sanctions	against	economic sanctions are a way to implement sanctions on a country without the risks of military intervention.	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0
A22279	We should subsidize space exploration	in favor of	science is important and can be beneficial to society.	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
A22284	We should ban the use of child actors	against	if a child wants to act they have every right to	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A22286	We should limit executive compensation	against	without executive compensation talent will be lost to other countries	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
A22288	We should ban the use of child actors	against	child actors are important so programs can show people of ages and are reflective of society. child actors are an important part of  the industry and are needed to reflect people accurately.	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1
A22294	We should ban private military companies	in favor of	we should ban private military companies as they are difficult to legislate and it is difficult to monitor the operations and ensure they are legal and ethical.	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	1	1	0	0	0
A22305	We should adopt an austerity regime	against	an austerity regime can prevent people from having the funds they need to live the life they chose.	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
A22312	We should stop the development of autonomous cars	against	autonomous cars are simply the next logical step in transportation.  years ago people would have said all cars are dangerous and we should all stick to horse and buggy instead.	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
A22313	We should fight for the abolition of nuclear weapons	against	Destroying nuclear bombs would work to a nations disadvantage because  they will be vulnerable to attacks	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0
A22314	We should adopt a multi-party system	against	consensus can become difficult in multi party systems	0	0	0	0	1	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0
A22318	We should abolish intellectual property rights	against	when someone comes up with an idea it is their idea. they should be the one to profit from that idea. other people shouldn't be able to just take it and make it their own.	1	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0
A22320	We should oppose collectivism	against	collectivism helps everyone accomplish things better.	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
A22325	We should adopt a multi-party system	against	this would result in inaccurate representation in government. if there where numerous parties, votes would be split all over and the party people least wanted would win resulting in inaccurate representation.	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	1	0	0	0	1
A22326	We should stop the development of autonomous cars	in favor of	autonomous cars lack moral judgement.	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1
A22327	We should ban algorithmic trading	against	algorithmic trading has increased trading which is good for the economy	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
A22328	We should ban the use of child actors	against	as long as there is proper protection for child actors there is no reason that they should not be able to perform on screen	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
A22332	We should abolish the right to keep and bear arms	in favor of	the right to keep and bear arms is antiquated.	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	1	1
A22333	We should limit judicial activism	against	it is helpful for the judiciary to take public action should they wish to do so as it demonstrates that they are human.	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	1
A22339	We should subsidize Wikipedia	against	anyone can edit the pages, so the information is not guarenteed to be correct.	1	1	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1
A22345	We should ban cosmetic surgery for minors	against	if democrats think minors should be allowed to vote, they should be allowed to get cosmetic surgery if they choose to	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A22349	We should ban telemarketing	in favor of	telemarketing is a nuisance that antagonises potential customers of a business	0	1	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0
A22350	We should subsidize space exploration	against	there are many more practical realms of scientific inquiry that need our support more urgently.	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1
A22352	We should ban targeted killing	against	targeted killing shouldnt be banned if its used in the right context as in the case of terrorists who might be killing innocent people	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0
A22354	We should legalize prostitution	in favor of	Legalizing prostitution will help destigmatize sex in society more broadly and allow people to feel individually empowered.	0	1	0	1	1	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0
A22356	We should end mandatory retirement	in favor of	different people age differently so if a person can phyisically and mentally handle a job, the more power to them	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A22358	We should ban algorithmic trading	against	people deserve to have the best trading options	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
A22368	We should ban private military companies	against	private military companies are needed to provide security when the military can not do the job	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0
A22377	We should ban factory farming	in favor of	factory farming takes away jobs from people who know no other work.	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
A22381	We should end mandatory retirement	against	mandatory retirement is necessarily, in many cases, to force someone out of a job that their age dictates they can no longer do appropriately.	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0
A22383	We should legalize prostitution	in favor of	prostitution is a means for low income or low skills people to earn extra money to get by.	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0
A22386	We should introduce compulsory voting	in favor of	Compulsory voting should be introduced to ensure that the results of elections are completely representative of the population.	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0
A22387	We should ban whaling	against	we should not ban whaling because it provides jobs and food for people.	0	0	0	0	1	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0
A22391	We should subsidize Wikipedia	in favor of	it needs money and is used by many people.	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1
A22392	We should ban fast food	against	fast food is convenient food and cheap	0	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
A22394	We should ban private military companies	against	i think that we shouldn't ban private military companies for national security	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0
A22397	We should ban whaling	against	so long as a limited number are harvested it is ok	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0
A22398	We should end mandatory retirement	in favor of	Mandatory retirement should not be allowed because many people can't live off of their pensions and need to keep working.	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0
A22403	We should limit judicial activism	against	every judge is trusted to give their own interpretation of the constitution; there is no way to prevent implicit biases from coming up in their decisions.	1	1	0	0	0	1	0	0	0	0	1	0	0	0	1	1	1	0	0	1
A22406	We should oppose collectivism	in favor of	with collectivism, there is less motivation to do more difficult jobs  as everything has a similar pay.	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
A22414	We should legalize cannabis	against	cannabis is a illegal drug for a reason, it is harmful dangerous drug that alters your mental capacity and should remain illegal.	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
A22417	We should legalize prostitution	against	"someone could be swayed into the profession and eventually end up under the control of a manager or ""pimp""."	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	1	0	0	0
A22419	We should limit executive compensation	in favor of	the executives already earn enough money to give more incentives, those incentives have to go to steps below where they are necessary	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0
A22421	We should subsidize Wikipedia	in favor of	wikipedia has no source of funding and subsidizing it will let it keep providing information	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1
A22423	We should subsidize Wikipedia	against	If Wikipedia were subsidized it would be less objective by being accountable to a single funding source.	0	1	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1
A22428	We should stop the development of autonomous cars	in favor of	taxis are already available for people that want to be driven so autonomous cars aren't necessary.	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
A22431	We should abolish intellectual property rights	against	companies invest billions into research, if there are no rights it would dissuade companies from conducting research in the first place.	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
